Datetime,Energy_Consumption_kWh,Temperature_C,Humidity_Pct,Hour_of_Day,Day_of_Week,Is_Weekend
2024-02-07 08:00:00,3.384,5.72,50.3,8,2,0
2024-02-07 09:00:00,2.979,6.06,55.0,9,2,0
2024-02-07 10:00:00,1.997,7.15,53.9,10,2,0
2024-02-07 11:00:00,1.854,6.66,59.9,11,2,0
2024-02-07 12:00:00,1.935,8.3,66.0,12,2,0
2024-02-07 13:00:00,3.435,8.94,67.9,13,2,0
2024-02-07 14:00:00,1.707,10.36,72.2,14,2,0
2024-02-07 15:00:00,1.404,12.28,74.0,15,2,0
2024-02-07 16:00:00,1.548,12.71,73.4,16,2,0
2024-02-07 17:00:00,1.782,13.56,80.5,17,2,0
2024-02-07 18:00:00,2.579,13.44,85.3,18,2,0
2024-02-07 19:00:00,3.122,15.15,79.5,19,2,0
2024-02-07 20:00:00,5.907,15.25,78.7,20,2,0
2024-02-07 21:00:00,2.95,16.01,77.7,21,2,0
2024-02-07 22:00:00,2.266,14.08,68.7,22,2,0
2024-02-07 23:00:00,1.815,13.69,74.0,23,2,0
2024-02-08 00:00:00,1.317,12.78,65.6,0,3,0
2024-02-08 01:00:00,1.231,12.49,66.0,1,3,0
2024-02-08 02:00:00,1.407,10.33,55.3,2,3,0
2024-02-08 03:00:00,1.615,9.39,59.8,3,3,0
2024-02-08 04:00:00,1.699,8.51,54.3,4,3,0
2024-02-08 05:00:00,1.83,7.33,52.2,5,3,0
2024-02-08 06:00:00,2.33,6.24,50.7,6,3,0
2024-02-08 07:00:00,2.785,6.17,49.8,7,3,0
2024-02-08 08:00:00,3.168,6.55,55.6,8,3,0
2024-02-08 09:00:00,3.068,5.45,54.8,9,3,0
2024-02-08 10:00:00,2.135,6.6,51.6,10,3,0
2024-02-08 11:00:00,1.945,6.82,57.8,11,3,0
2024-02-08 12:00:00,1.97,8.89,64.4,12,3,0
2024-02-08 13:00:00,1.743,8.35,69.8,13,3,0
2024-02-08 14:00:00,1.751,10.09,72.3,14,3,0
2024-02-08 15:00:00,1.623,11.82,79.3,15,3,0
2024-02-08 16:00:00,1.319,13.63,72.1,16,3,0
2024-02-08 17:00:00,1.911,13.58,79.9,17,3,0
2024-02-08 18:00:00,2.364,14.01,74.5,18,3,0
2024-02-08 19:00:00,3.052,15.92,81.8,19,3,0
2024-02-08 20:00:00,3.431,14.08,77.7,20,3,0
2024-02-08 21:00:00,3.213,13.48,76.9,21,3,0
2024-02-08 22:00:00,2.532,14.62,69.9,22,3,0
2024-02-08 23:00:00,1.987,13.34,72.7,23,3,0
2024-02-09 00:00:00,1.347,12.1,68.1,0,4,0
2024-02-09 01:00:00,1.451,12.06,62.9,1,4,0
2024-02-09 02:00:00,1.443,10.62,57.1,2,4,0
2024-02-09 03:00:00,1.676,8.97,56.1,3,4,0
2024-02-09 04:00:00,1.754,7.46,49.9,4,4,0
2024-02-09 05:00:00,1.836,7.83,53.1,5,4,0
2024-02-09 06:00:00,2.242,6.98,54.9,6,4,0
2024-02-09 07:00:00,2.756,6.09,53.7,7,4,0
2024-02-09 08:00:00,3.062,7.1,49.8,8,4,0
2024-02-09 09:00:00,2.939,5.51,55.5,9,4,0
2024-02-09 10:00:00,2.068,5.69,53.6,10,4,0
2024-02-09 11:00:00,1.994,6.91,62.8,11,4,0
2024-02-09 12:00:00,1.908,8.23,66.4,12,4,0
2024-02-09 13:00:00,1.789,9.5,63.3,13,4,0
2024-02-09 14:00:00,1.576,10.37,69.0,14,4,0
2024-02-09 15:00:00,1.594,11.9,74.8,15,4,0
2024-02-09 16:00:00,1.636,12.03,77.1,16,4,0
2024-02-09 17:00:00,1.82,14.58,75.9,17,4,0
2024-02-09 18:00:00,2.483,14.38,81.2,18,4,0
2024-02-09 19:00:00,3.123,15.55,80.2,19,4,0
2024-02-09 20:00:00,3.442,15.25,77.4,20,4,0
2024-02-09 21:00:00,3.098,15.17,73.3,21,4,0
2024-02-09 22:00:00,2.44,14.79,75.6,22,4,0
2024-02-09 23:00:00,1.881,14.0,73.8,23,4,0
2024-02-10 00:00:00,1.452,13.19,63.5,0,5,1
2024-02-10 01:00:00,1.206,12.52,59.3,1,5,1
2024-02-10 02:00:00,1.457,10.68,59.0,2,5,1
2024-02-10 03:00:00,1.44,9.83,53.3,3,5,1
2024-02-10 04:00:00,1.802,8.27,51.6,4,5,1
2024-02-10 05:00:00,1.726,8.26,52.7,5,5,1
2024-02-10 06:00:00,2.176,6.27,44.3,6,5,1
2024-02-10 07:00:00,5.261,7.32,54.5,7,5,1
2024-02-10 08:00:00,3.57,6.06,52.2,8,5,1
2024-02-10 09:00:00,4.806,5.38,53.2,9,5,1
2024-02-10 10:00:00,2.962,6.77,57.2,10,5,1
2024-02-10 11:00:00,2.853,7.01,61.0,11,5,1
2024-02-10 12:00:00,2.731,8.85,59.8,12,5,1
2024-02-10 13:00:00,2.393,9.05,73.4,13,5,1
2024-02-10 14:00:00,2.153,10.34,72.6,14,5,1
2024-02-10 15:00:00,1.929,10.64,76.9,15,5,1
2024-02-10 16:00:00,1.661,12.59,80.8,16,5,1
2024-02-10 17:00:00,1.921,12.35,76.4,17,5,1
2024-02-10 18:00:00,2.567,13.57,81.4,18,5,1
2024-02-10 19:00:00,3.153,15.43,78.7,19,5,1
2024-02-10 20:00:00,3.452,15.6,80.5,20,5,1
2024-02-10 21:00:00,3.119,15.24,69.2,21,5,1
2024-02-10 22:00:00,2.488,13.95,72.2,22,5,1
2024-02-10 23:00:00,1.761,13.79,67.1,23,5,1
2024-02-11 00:00:00,1.264,12.89,66.3,0,6,1
2024-02-11 01:00:00,1.446,11.12,62.5,1,6,1
2024-02-11 02:00:00,1.418,11.55,55.4,2,6,1
2024-02-11 03:00:00,1.545,10.02,52.3,3,6,1
2024-02-11 04:00:00,1.662,8.28,51.7,4,6,1
2024-02-11 05:00:00,1.803,7.5,47.8,5,6,1
2024-02-11 06:00:00,2.494,6.89,52.5,6,6,1
2024-02-11 07:00:00,3.118,5.1,49.4,7,6,1
2024-02-11 08:00:00,3.465,6.03,43.3,8,6,1
2024-02-11 09:00:00,3.244,5.92,53.3,9,6,1
2024-02-11 10:00:00,2.957,6.18,54.4,10,6,1
2024-02-11 11:00:00,2.784,7.33,56.2,11,6,1
2024-02-11 12:00:00,2.588,9.52,61.3,12,6,1
2024-02-11 13:00:00,2.244,9.91,69.2,13,6,1
2024-02-11 14:00:00,2.036,10.35,76.5,14,6,1
2024-02-11 15:00:00,1.789,12.21,76.5,15,6,1
2024-02-11 16:00:00,1.675,13.79,76.2,16,6,1
2024-02-11 17:00:00,1.796,14.44,80.9,17,6,1
2024-02-11 18:00:00,2.562,14.64,78.6,18,6,1
2024-02-11 19:00:00,2.989,14.67,77.4,19,6,1
2024-02-11 20:00:00,3.34,15.64,74.5,20,6,1
2024-02-11 21:00:00,3.229,15.3,70.4,21,6,1
2024-02-11 22:00:00,2.453,15.16,71.3,22,6,1
2024-02-11 23:00:00,1.879,14.29,69.4,23,6,1
2024-02-12 00:00:00,1.395,13.61,64.7,0,0,0
2024-02-12 01:00:00,2.962,11.58,59.9,1,0,0
2024-02-12 02:00:00,1.39,11.53,54.7,2,0,0
2024-02-12 03:00:00,1.523,9.7,56.2,3,0,0
2024-02-12 04:00:00,1.399,9.74,48.1,4,0,0
2024-02-12 05:00:00,1.829,7.16,52.8,5,0,0
2024-02-12 06:00:00,2.205,7.9,47.0,6,0,0
2024-02-12 07:00:00,2.893,6.53,48.3,7,0,0
2024-02-12 08:00:00,3.3,5.87,47.6,8,0,0
2024-02-12 09:00:00,2.852,6.13,52.9,9,0,0
2024-02-12 10:00:00,2.071,6.68,60.4,10,0,0
2024-02-12 11:00:00,1.954,7.85,62.7,11,0,0
2024-02-12 12:00:00,1.75,8.84,67.9,12,0,0
2024-02-12 13:00:00,1.805,9.27,70.4,13,0,0
2024-02-12 14:00:00,1.646,10.77,69.2,14,0,0
2024-02-12 15:00:00,3.019,13.24,74.6,15,0,0
2024-02-12 16:00:00,1.393,14.08,75.6,16,0,0
2024-02-12 17:00:00,1.705,14.24,83.5,17,0,0
2024-02-12 18:00:00,2.347,14.72,76.4,18,0,0
2024-02-12 19:00:00,3.153,15.22,82.2,19,0,0
2024-02-12 20:00:00,3.395,15.68,80.7,20,0,0
2024-02-12 21:00:00,5.067,14.54,81.1,21,0,0
2024-02-12 22:00:00,2.524,14.56,71.3,22,0,0
2024-02-12 23:00:00,1.903,13.0,71.0,23,0,0
2024-02-13 00:00:00,1.259,13.31,71.8,0,1,0
2024-02-13 01:00:00,1.392,12.38,59.3,1,1,0
2024-02-13 02:00:00,1.447,10.54,52.9,2,1,0
2024-02-13 03:00:00,1.598,10.61,48.8,3,1,0
2024-02-13 04:00:00,1.643,7.85,54.1,4,1,0
2024-02-13 05:00:00,1.937,6.78,44.9,5,1,0
2024-02-13 06:00:00,2.315,7.08,48.9,6,1,0
2024-02-13 07:00:00,2.691,7.13,51.8,7,1,0
2024-02-13 08:00:00,3.104,7.36,52.6,8,1,0
2024-02-13 09:00:00,2.965,6.23,55.7,9,1,0
2024-02-13 10:00:00,2.142,7.61,58.2,10,1,0
2024-02-13 11:00:00,1.854,7.66,65.0,11,1,0
2024-02-13 12:00:00,1.757,8.51,62.1,12,1,0
2024-02-13 13:00:00,1.78,10.24,66.9,13,1,0
2024-02-13 14:00:00,1.688,11.27,70.2,14,1,0
2024-02-13 15:00:00,1.454,11.1,78.1,15,1,0
2024-02-13 16:00:00,1.219,14.02,80.7,16,1,0
2024-02-13 17:00:00,1.826,14.9,80.8,17,1,0
2024-02-13 18:00:00,2.493,14.41,83.6,18,1,0
2024-02-13 19:00:00,3.083,15.48,76.0,19,1,0
2024-02-13 20:00:00,5.159,15.69,83.0,20,1,0
2024-02-13 21:00:00,3.05,15.4,80.2,21,1,0
2024-02-13 22:00:00,2.273,14.47,74.7,22,1,0
2024-02-13 23:00:00,1.799,13.69,74.2,23,1,0
2024-02-14 00:00:00,1.273,13.15,60.0,0,2,0
2024-02-14 01:00:00,1.276,12.78,59.5,1,2,0
2024-02-14 02:00:00,1.328,11.24,55.3,2,2,0
2024-02-14 03:00:00,2.632,9.54,56.6,3,2,0
2024-02-14 04:00:00,1.562,9.14,48.9,4,2,0
2024-02-14 05:00:00,2.016,6.04,52.8,5,2,0
2024-02-14 06:00:00,2.249,7.73,54.1,6,2,0
2024-02-14 07:00:00,3.023,5.55,52.6,7,2,0
2024-02-14 08:00:00,3.157,6.22,52.9,8,2,0
2024-02-14 09:00:00,2.805,5.93,51.4,9,2,0
2024-02-14 10:00:00,2.196,6.27,55.0,10,2,0
2024-02-14 11:00:00,1.854,8.47,64.9,11,2,0
2024-02-14 12:00:00,1.855,8.42,67.3,12,2,0
2024-02-14 13:00:00,1.562,10.0,68.8,13,2,0
2024-02-14 14:00:00,1.551,10.93,71.2,14,2,0
2024-02-14 15:00:00,1.439,12.42,69.5,15,2,0
2024-02-14 16:00:00,1.412,13.27,74.8,16,2,0
2024-02-14 17:00:00,1.918,13.39,85.2,17,2,0
2024-02-14 18:00:00,2.454,15.47,76.2,18,2,0
2024-02-14 19:00:00,3.134,15.03,80.1,19,2,0
2024-02-14 20:00:00,3.407,14.55,81.0,20,2,0
2024-02-14 21:00:00,3.162,15.08,71.8,21,2,0
2024-02-14 22:00:00,2.467,15.79,73.1,22,2,0
2024-02-14 23:00:00,3.696,14.69,71.7,23,2,0
2024-02-15 00:00:00,1.255,13.04,65.0,0,3,0
2024-02-15 01:00:00,1.37,11.96,69.7,1,3,0
2024-02-15 02:00:00,1.494,10.81,52.5,2,3,0
2024-02-15 03:00:00,1.455,11.09,57.6,3,3,0
2024-02-15 04:00:00,1.646,8.99,51.5,4,3,0
2024-02-15 05:00:00,1.887,8.09,52.8,5,3,0
2024-02-15 06:00:00,2.168,7.74,51.3,6,3,0
2024-02-15 07:00:00,2.775,6.82,48.3,7,3,0
2024-02-15 08:00:00,3.281,6.37,52.7,8,3,0
2024-02-15 09:00:00,2.737,6.57,48.8,9,3,0
2024-02-15 10:00:00,2.003,7.1,59.3,10,3,0
2024-02-15 11:00:00,1.88,7.84,62.0,11,3,0
2024-02-15 12:00:00,1.8,9.23,66.9,12,3,0
2024-02-15 13:00:00,1.631,9.91,72.1,13,3,0
2024-02-15 14:00:00,1.545,11.49,73.6,14,3,0
2024-02-15 15:00:00,1.413,12.17,76.1,15,3,0
2024-02-15 16:00:00,1.327,13.36,75.3,16,3,0
2024-02-15 17:00:00,4.349,13.05,77.4,17,3,0
2024-02-15 18:00:00,2.499,15.51,83.6,18,3,0
2024-02-15 19:00:00,3.106,15.62,83.8,19,3,0
2024-02-15 20:00:00,3.356,16.17,77.3,20,3,0
2024-02-15 21:00:00,3.024,13.69,75.7,21,3,0
2024-02-15 22:00:00,2.556,16.23,69.8,22,3,0
2024-02-15 23:00:00,1.856,14.18,72.4,23,3,0
2024-02-16 00:00:00,1.143,14.0,67.0,0,4,0
2024-02-16 01:00:00,1.447,11.63,66.9,1,4,0
2024-02-16 02:00:00,1.398,11.46,54.9,2,4,0
2024-02-16 03:00:00,1.554,9.3,53.3,3,4,0
2024-02-16 04:00:00,1.691,8.48,52.7,4,4,0
2024-02-16 05:00:00,1.642,9.07,52.5,5,4,0
2024-02-16 06:00:00,2.171,7.1,49.4,6,4,0
2024-02-16 07:00:00,2.83,6.9,47.9,7,4,0
2024-02-16 08:00:00,3.109,7.14,54.7,8,4,0
2024-02-16 09:00:00,2.86,7.07,56.6,9,4,0
2024-02-16 10:00:00,2.222,7.32,54.8,10,4,0
2024-02-16 11:00:00,1.767,8.17,65.2,11,4,0
2024-02-16 12:00:00,1.537,10.33,68.5,12,4,0
2024-02-16 13:00:00,1.568,9.94,69.3,13,4,0
2024-02-16 14:00:00,1.582,11.26,72.7,14,4,0
2024-02-16 15:00:00,1.347,12.94,77.3,15,4,0
2024-02-16 16:00:00,1.332,14.06,75.4,16,4,0
2024-02-16 17:00:00,1.819,15.05,79.6,17,4,0
2024-02-16 18:00:00,2.314,15.44,73.5,18,4,0
2024-02-16 19:00:00,2.962,14.82,82.1,19,4,0
2024-02-16 20:00:00,3.424,16.64,73.3,20,4,0
2024-02-16 21:00:00,3.118,14.83,80.1,21,4,0
2024-02-16 22:00:00,2.408,15.25,71.5,22,4,0
2024-02-16 23:00:00,1.684,13.9,68.2,23,4,0
2024-02-17 00:00:00,1.287,13.39,63.1,0,5,1
2024-02-17 01:00:00,1.419,12.54,60.3,1,5,1
2024-02-17 02:00:00,1.432,11.38,61.8,2,5,1
2024-02-17 03:00:00,1.431,10.28,46.9,3,5,1
2024-02-17 04:00:00,1.547,9.91,55.8,4,5,1
2024-02-17 05:00:00,1.661,8.29,51.5,5,5,1
2024-02-17 06:00:00,2.305,7.16,46.4,6,5,1
2024-02-17 07:00:00,2.865,7.44,47.3,7,5,1
2024-02-17 08:00:00,3.18,7.42,57.0,8,5,1
2024-02-17 09:00:00,3.222,6.13,51.6,9,5,1
2024-02-17 10:00:00,2.91,7.68,54.0,10,5,1
2024-02-17 11:00:00,4.535,8.46,64.5,11,5,1
2024-02-17 12:00:00,2.601,8.79,66.0,12,5,1
2024-02-17 13:00:00,2.218,10.89,66.1,13,5,1
2024-02-17 14:00:00,2.144,11.14,73.1,14,5,1
2024-02-17 15:00:00,1.767,12.47,72.5,15,5,1
2024-02-17 16:00:00,1.519,13.38,81.3,16,5,1
2024-02-17 17:00:00,1.785,14.43,82.7,17,5,1
2024-02-17 18:00:00,2.522,14.48,81.6,18,5,1
2024-02-17 19:00:00,3.076,14.73,80.6,19,5,1
2024-02-17 20:00:00,3.539,16.71,83.3,20,5,1
2024-02-17 21:00:00,3.141,15.09,75.6,21,5,1
2024-02-17 22:00:00,2.469,14.56,69.0,22,5,1
2024-02-17 23:00:00,1.866,13.15,70.2,23,5,1
2024-02-18 00:00:00,1.264,13.13,71.3,0,6,1
2024-02-18 01:00:00,1.368,11.64,58.1,1,6,1
2024-02-18 02:00:00,1.315,12.26,56.4,2,6,1
2024-02-18 03:00:00,1.506,10.72,55.6,3,6,1
2024-02-18 04:00:00,1.571,8.62,51.8,4,6,1
2024-02-18 05:00:00,1.592,9.45,47.6,5,6,1
2024-02-18 06:00:00,2.065,7.98,53.4,6,6,1
2024-02-18 07:00:00,3.077,6.75,57.5,7,6,1
2024-02-18 08:00:00,3.533,5.3,52.6,8,6,1
2024-02-18 09:00:00,3.094,8.33,51.7,9,6,1
2024-02-18 10:00:00,2.877,6.57,52.9,10,6,1
2024-02-18 11:00:00,2.859,7.14,61.9,11,6,1
2024-02-18 12:00:00,2.543,9.67,68.3,12,6,1
2024-02-18 13:00:00,2.275,11.61,70.3,13,6,1
2024-02-18 14:00:00,1.939,12.15,72.5,14,6,1
2024-02-18 15:00:00,1.803,12.83,73.8,15,6,1
2024-02-18 16:00:00,1.613,13.93,74.7,16,6,1
2024-02-18 17:00:00,1.754,15.02,82.0,17,6,1
2024-02-18 18:00:00,2.502,15.69,82.7,18,6,1
2024-02-18 19:00:00,2.984,15.85,74.9,19,6,1
2024-02-18 20:00:00,3.445,15.9,82.8,20,6,1
2024-02-18 21:00:00,3.162,15.65,77.3,21,6,1
2024-02-18 22:00:00,2.372,14.79,76.7,22,6,1
2024-02-18 23:00:00,1.743,14.37,64.9,23,6,1
2024-02-19 00:00:00,1.295,12.59,60.9,0,0,0
2024-02-19 01:00:00,1.346,12.46,60.7,1,0,0
2024-02-19 02:00:00,1.446,10.77,59.0,2,0,0
2024-02-19 03:00:00,1.593,9.54,59.8,3,0,0
2024-02-19 04:00:00,1.737,9.23,54.1,4,0,0
2024-02-19 05:00:00,1.664,9.03,49.8,5,0,0
2024-02-19 06:00:00,1.987,8.03,46.9,6,0,0
2024-02-19 07:00:00,2.951,6.09,54.2,7,0,0
2024-02-19 08:00:00,3.351,6.29,49.1,8,0,0
2024-02-19 09:00:00,2.795,7.61,59.3,9,0,0
2024-02-19 10:00:00,2.018,6.91,56.6,10,0,0
2024-02-19 11:00:00,1.824,8.08,65.9,11,0,0
2024-02-19 12:00:00,1.649,9.48,67.0,12,0,0
2024-02-19 13:00:00,1.802,9.66,68.5,13,0,0
2024-02-19 14:00:00,1.469,11.47,70.9,14,0,0
2024-02-19 15:00:00,1.469,11.78,74.6,15,0,0
2024-02-19 16:00:00,1.291,13.3,79.3,16,0,0
2024-02-19 17:00:00,1.818,14.79,79.7,17,0,0
2024-02-19 18:00:00,2.413,14.36,78.2,18,0,0
2024-02-19 19:00:00,3.121,16.04,79.0,19,0,0
2024-02-19 20:00:00,3.402,15.92,78.2,20,0,0
2024-02-19 21:00:00,3.028,16.11,69.2,21,0,0
2024-02-19 22:00:00,2.493,15.47,73.9,22,0,0
2024-02-19 23:00:00,1.804,15.44,65.9,23,0,0
2024-02-20 00:00:00,1.139,13.77,61.5,0,1,0
2024-02-20 01:00:00,1.51,12.36,56.1,1,1,0
2024-02-20 02:00:00,1.436,11.53,52.1,2,1,0
2024-02-20 03:00:00,1.459,10.62,50.3,3,1,0
2024-02-20 04:00:00,1.708,9.24,49.9,4,1,0
2024-02-20 05:00:00,1.91,8.31,56.4,5,1,0
2024-02-20 06:00:00,2.183,7.15,48.4,6,1,0
2024-02-20 07:00:00,2.861,6.73,51.0,7,1,0
2024-02-20 08:00:00,3.151,6.13,53.2,8,1,0
2024-02-20 09:00:00,2.706,8.18,54.8,9,1,0
2024-02-20 10:00:00,2.095,6.84,57.3,10,1,0
2024-02-20 11:00:00,4.236,7.89,57.5,11,1,0
2024-02-20 12:00:00,1.818,8.81,69.4,12,1,0
2024-02-20 13:00:00,1.699,10.86,74.3,13,1,0
2024-02-20 14:00:00,1.608,11.32,67.5,14,1,0
2024-02-20 15:00:00,1.266,13.41,72.5,15,1,0
2024-02-20 16:00:00,1.292,13.35,77.2,16,1,0
2024-02-20 17:00:00,1.764,14.86,76.6,17,1,0
2024-02-20 18:00:00,2.42,14.91,81.5,18,1,0
2024-02-20 19:00:00,3.191,17.15,77.3,19,1,0
2024-02-20 20:00:00,3.307,15.31,84.5,20,1,0
2024-02-20 21:00:00,3.079,16.05,79.2,21,1,0
2024-02-20 22:00:00,2.519,15.8,73.1,22,1,0
2024-02-20 23:00:00,1.784,14.96,72.0,23,1,0
2024-02-21 00:00:00,1.263,13.67,68.3,0,2,0
2024-02-21 01:00:00,1.299,12.62,59.4,1,2,0
2024-02-21 02:00:00,1.415,11.57,55.1,2,2,0
2024-02-21 03:00:00,1.48,10.29,54.6,3,2,0
2024-02-21 04:00:00,1.597,9.88,54.6,4,2,0
2024-02-21 05:00:00,1.527,9.7,50.9,5,2,0
2024-02-21 06:00:00,2.152,7.32,45.3,6,2,0
2024-02-21 07:00:00,2.885,6.39,48.1,7,2,0
2024-02-21 08:00:00,3.202,7.01,51.8,8,2,0
2024-02-21 09:00:00,2.79,8.77,54.2,9,2,0
2024-02-21 10:00:00,2.051,7.19,63.4,10,2,0
2024-02-21 11:00:00,1.849,9.38,57.0,11,2,0
2024-02-21 12:00:00,1.618,10.33,66.5,12,2,0
2024-02-21 13:00:00,1.823,10.08,73.3,13,2,0
2024-02-21 14:00:00,1.606,11.93,79.3,14,2,0
2024-02-21 15:00:00,1.264,13.73,74.4,15,2,0
2024-02-21 16:00:00,1.37,13.62,79.5,16,2,0
2024-02-21 17:00:00,1.804,14.66,81.2,17,2,0
2024-02-21 18:00:00,2.492,15.15,80.6,18,2,0
2024-02-21 19:00:00,3.089,15.34,79.2,19,2,0
2024-02-21 20:00:00,3.375,15.72,79.3,20,2,0
2024-02-21 21:00:00,3.217,15.22,68.0,21,2,0
2024-02-21 22:00:00,2.434,15.53,74.5,22,2,0
2024-02-21 23:00:00,1.874,14.34,69.3,23,2,0
2024-02-22 00:00:00,1.182,14.01,64.3,0,3,0
2024-02-22 01:00:00,1.505,11.86,67.3,1,3,0
2024-02-22 02:00:00,1.319,11.83,55.5,2,3,0
2024-02-22 03:00:00,1.394,10.97,53.2,3,3,0
2024-02-22 04:00:00,1.801,8.19,58.0,4,3,0
2024-02-22 05:00:00,1.697,8.68,48.0,5,3,0
2024-02-22 06:00:00,2.216,8.48,48.3,6,3,0
2024-02-22 07:00:00,2.917,6.58,50.1,7,3,0
2024-02-22 08:00:00,3.055,8.16,54.5,8,3,0
2024-02-22 09:00:00,2.622,7.56,55.0,9,3,0
2024-02-22 10:00:00,2.069,7.34,53.6,10,3,0
2024-02-22 11:00:00,1.813,8.45,59.5,11,3,0
2024-02-22 12:00:00,1.81,9.75,63.2,12,3,0
2024-02-22 13:00:00,1.806,10.55,68.7,13,3,0
2024-02-22 14:00:00,1.48,12.0,73.8,14,3,0
2024-02-22 15:00:00,3.642,12.29,76.9,15,3,0
2024-02-22 16:00:00,1.376,14.03,72.7,16,3,0
2024-02-22 17:00:00,1.894,14.02,82.7,17,3,0
2024-02-22 18:00:00,2.482,15.52,80.8,18,3,0
2024-02-22 19:00:00,2.952,15.5,83.6,19,3,0
2024-02-22 20:00:00,3.388,15.75,79.3,20,3,0
2024-02-22 21:00:00,3.015,16.79,78.9,21,3,0
2024-02-22 22:00:00,2.426,16.26,73.9,22,3,0
2024-02-22 23:00:00,1.887,15.25,72.9,23,3,0
2024-02-23 00:00:00,1.28,13.31,66.6,0,4,0
2024-02-23 01:00:00,1.397,12.69,60.8,1,4,0
2024-02-23 02:00:00,1.351,12.45,64.3,2,4,0
2024-02-23 03:00:00,1.366,10.64,57.1,3,4,0
2024-02-23 04:00:00,1.263,10.87,53.7,4,4,0
2024-02-23 05:00:00,1.737,8.78,46.7,5,4,0
2024-02-23 06:00:00,2.113,7.95,46.1,6,4,0
2024-02-23 07:00:00,2.718,7.2,51.4,7,4,0
2024-02-23 08:00:00,4.332,7.32,52.4,8,4,0
2024-02-23 09:00:00,2.728,7.31,52.6,9,4,0
2024-02-23 10:00:00,1.98,8.28,57.9,10,4,0
2024-02-23 11:00:00,1.803,9.14,65.9,11,4,0
2024-02-23 12:00:00,1.789,9.03,67.1,12,4,0
2024-02-23 13:00:00,1.868,9.8,65.5,13,4,0
2024-02-23 14:00:00,1.559,10.66,72.2,14,4,0
2024-02-23 15:00:00,1.447,13.24,73.2,15,4,0
2024-02-23 16:00:00,1.37,13.36,76.8,16,4,0
2024-02-23 17:00:00,1.891,13.66,78.2,17,4,0
2024-02-23 18:00:00,2.407,15.91,78.6,18,4,0
2024-02-23 19:00:00,3.193,17.62,75.7,19,4,0
2024-02-23 20:00:00,3.424,16.28,77.6,20,4,0
2024-02-23 21:00:00,3.053,16.64,73.9,21,4,0
2024-02-23 22:00:00,2.441,15.74,63.7,22,4,0
2024-02-23 23:00:00,1.789,14.92,75.0,23,4,0
2024-02-24 00:00:00,1.239,14.6,68.3,0,5,1
2024-02-24 01:00:00,1.202,12.79,60.0,1,5,1
2024-02-24 02:00:00,1.36,11.97,57.6,2,5,1
2024-02-24 03:00:00,1.486,10.84,50.9,3,5,1
2024-02-24 04:00:00,1.606,9.16,57.1,4,5,1
2024-02-24 05:00:00,1.803,9.23,56.2,5,5,1
2024-02-24 06:00:00,2.229,7.82,50.5,6,5,1
2024-02-24 07:00:00,2.89,7.03,53.6,7,5,1
2024-02-24 08:00:00,3.32,7.65,52.5,8,5,1
2024-02-24 09:00:00,3.204,6.95,50.4,9,5,1
2024-02-24 10:00:00,2.883,7.96,56.3,10,5,1
2024-02-24 11:00:00,2.543,8.65,61.5,11,5,1
2024-02-24 12:00:00,2.482,10.25,63.6,12,5,1
2024-02-24 13:00:00,2.191,10.97,68.2,13,5,1
2024-02-24 14:00:00,2.145,11.84,72.2,14,5,1
2024-02-24 15:00:00,1.731,13.51,75.4,15,5,1
2024-02-24 16:00:00,1.626,14.94,78.1,16,5,1
2024-02-24 17:00:00,1.887,15.38,76.3,17,5,1
2024-02-24 18:00:00,2.477,15.77,77.8,18,5,1
2024-02-24 19:00:00,3.017,15.43,75.6,19,5,1
2024-02-24 20:00:00,3.394,15.74,80.9,20,5,1
2024-02-24 21:00:00,3.08,16.04,69.3,21,5,1
2024-02-24 22:00:00,2.303,15.41,76.0,22,5,1
2024-02-24 23:00:00,1.753,14.95,73.0,23,5,1
2024-02-25 00:00:00,1.185,14.17,64.1,0,6,1
2024-02-25 01:00:00,1.24,13.38,53.3,1,6,1
2024-02-25 02:00:00,1.253,11.85,56.4,2,6,1
2024-02-25 03:00:00,1.531,11.03,54.2,3,6,1
2024-02-25 04:00:00,1.552,9.69,49.0,4,6,1
2024-02-25 05:00:00,1.833,7.54,49.0,5,6,1
2024-02-25 06:00:00,2.229,7.45,54.6,6,6,1
2024-02-25 07:00:00,2.792,7.48,52.5,7,6,1
2024-02-25 08:00:00,3.416,6.69,49.2,8,6,1
2024-02-25 09:00:00,3.071,7.94,49.6,9,6,1
2024-02-25 10:00:00,2.7,8.95,56.5,10,6,1
2024-02-25 11:00:00,2.668,9.48,60.5,11,6,1
2024-02-25 12:00:00,2.681,9.56,66.5,12,6,1
2024-02-25 13:00:00,2.311,11.67,67.3,13,6,1
2024-02-25 14:00:00,2.101,12.03,74.0,14,6,1
2024-02-25 15:00:00,1.742,12.91,81.4,15,6,1
2024-02-25 16:00:00,1.527,13.83,80.4,16,6,1
2024-02-25 17:00:00,1.934,14.95,79.3,17,6,1
2024-02-25 18:00:00,4.248,15.62,79.5,18,6,1
2024-02-25 19:00:00,3.231,16.41,78.4,19,6,1
2024-02-25 20:00:00,3.373,16.56,81.5,20,6,1
2024-02-25 21:00:00,3.015,16.32,73.7,21,6,1
2024-02-25 22:00:00,2.357,16.13,72.6,22,6,1
2024-02-25 23:00:00,1.673,15.87,69.0,23,6,1
2024-02-26 00:00:00,1.191,14.8,63.5,0,0,0
